,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
2818,SRR9988862,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,SRR9988865,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
12,,,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
28,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
35,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
47,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
49,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,1.0,2816.0,163.0,1.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
50,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,6.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,6.0,1.0,734.0,2726.0,8.0,2820.0,1.0,2726.0,1.0,1.0,6.0
51,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,14.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
55,,,2820.0,1.0,2820.0,2726.0,21.0,1.0,1032.0,859.0,8.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,18.0,2816.0,103.0,21.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,22.0,1.0,21.0
56,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,3.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,4.0,1.0,159.0
59,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
66,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
73,,,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
74,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,6.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,5.0,1.0,6.0
77,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,5.0
78,,,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,11.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,2.0,2726.0,11.0,2.0,77.0
82,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,2.0,1.0,734.0,2726.0,8.0,2820.0,1.0,2726.0,1.0,1.0,1.0
83,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,2.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,36.0,2.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,2.0,1.0,3.0
100,,,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
103,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
106,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,1.0
112,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,2.0
114,,,2820.0,2.0,2820.0,2726.0,6.0,3.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,83.0,3.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
121,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,19.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,18.0,1.0,681.0
123,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
125,,,2820.0,1.0,2820.0,2726.0,33.0,1.0,1032.0,859.0,4.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,34.0,4.0,734.0,2726.0,95.0,2820.0,2.0,2726.0,34.0,2.0,33.0
137,,,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
150,,,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
153,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
155,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,20.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,16.0,1.0,20.0
156,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,26.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,13.0,1.0,12.0
158,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,3.0,2.0,681.0
159,,,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,4.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,91.0,6.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
160,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
170,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,5.0,1.0,47.0
172,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
175,,,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
188,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
199,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,3.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,3.0,2.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,3.0,1.0,3.0
202,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,20.0,2.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,2.0,2.0,734.0,2726.0,21.0,2820.0,1.0,2726.0,2.0,1.0,2.0
205,,,2820.0,2.0,2820.0,2726.0,64.0,3.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,118.0,4.0,159.0
212,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,9.0
222,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,4.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
225,,,2820.0,1.0,2820.0,2726.0,64.0,3.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,118.0,4.0,159.0
228,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,33.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
229,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,1.0
230,,,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,7.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,7.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,20.0,1.0,20.0
231,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,18.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,18.0,2820.0,1.0,2726.0,1.0,1.0,15.0
233,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
235,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,3.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,3.0,2.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,3.0,1.0,3.0
238,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,12.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,3.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
241,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,7.0,1.0,734.0,2726.0,7.0,2820.0,1.0,2726.0,1.0,1.0,7.0
258,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,2.0,1.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,2.0,1.0,734.0,2726.0,4.0,2820.0,1.0,2726.0,2.0,1.0,2.0
261,,,2820.0,1.0,2820.0,2726.0,27.0,1.0,1656.0,1611.0,14.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
262,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,47.0
266,,,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
267,,,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
269,,,2820.0,1.0,2820.0,2726.0,27.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,5.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
281,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
286,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,20.0,2.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,2.0,2.0,734.0,2726.0,21.0,2820.0,1.0,2726.0,2.0,1.0,2.0
287,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,1.0,1.0,1.0
290,,,2820.0,1.0,2820.0,2726.0,27.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,78.0,2.0,77.0
293,,,2820.0,1.0,2820.0,2726.0,473.0,1.0,1032.0,1611.0,29.0,1032.0,1124.0,1005.0,2820.0,2735.0,734.0,15.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,5.0,2726.0,118.0,5.0,681.0
294,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
295,,,2820.0,1.0,2820.0,70.0,1.0,1.0,20.0,17.0,1.0,20.0,14.0,18.0,2820.0,78.0,20.0,1.0,2816.0,16.0,1.0,20.0,78.0,20.0,2820.0,1.0,75.0,5.0,1.0,1.0
296,,,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,2.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
301,,,2820.0,1.0,2820.0,2726.0,2.0,2.0,1032.0,859.0,2.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,2.0,2816.0,163.0,2.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,16.0,2.0,151.0
305,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,5.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,7.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,22.0,1.0,47.0
312,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,3.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,3.0
314,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
316,,,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,10.0,6.0,2820.0,78.0,16.0,1.0,2816.0,6.0,1.0,16.0,78.0,7.0,2820.0,1.0,75.0,1.0,1.0,9.0
318,,,2820.0,1.0,2820.0,70.0,1.0,1.0,20.0,1.0,1.0,20.0,1.0,18.0,2820.0,78.0,20.0,1.0,2816.0,1.0,1.0,20.0,78.0,20.0,2820.0,1.0,75.0,1.0,1.0,1.0
319,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
330,,,2820.0,1.0,2820.0,2726.0,8.0,5.0,1656.0,1611.0,7.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,8.0,2816.0,955.0,7.0,1042.0,2726.0,455.0,2820.0,5.0,2726.0,7.0,5.0,34.0
331,,,2820.0,1.0,2820.0,2726.0,8.0,3.0,1656.0,1611.0,8.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,8.0,2816.0,91.0,8.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,34.0
335,,,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
340,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
342,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
348,,,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,8.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,7.0,2816.0,91.0,8.0,614.0,2726.0,127.0,2820.0,5.0,2726.0,69.0,5.0,77.0
353,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
356,,,2820.0,1.0,2820.0,2726.0,7.0,1.0,1032.0,19.0,5.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,7.0,2816.0,18.0,9.0,185.0,2726.0,20.0,2820.0,1.0,2726.0,12.0,1.0,12.0
360,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,103.0,2.0,734.0,2726.0,128.0,2820.0,2.0,2726.0,2.0,2.0,2.0
366,,,2820.0,3.0,2820.0,2726.0,5.0,3.0,38.0,38.0,3.0,38.0,18.0,38.0,2820.0,2735.0,38.0,3.0,2816.0,33.0,5.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,6.0,1.0,11.0
368,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,2.0
369,,,2820.0,3.0,2820.0,2726.0,5.0,3.0,38.0,38.0,3.0,38.0,18.0,38.0,2820.0,2735.0,38.0,3.0,2816.0,33.0,5.0,38.0,2726.0,38.0,2820.0,2.0,2726.0,6.0,2.0,11.0
370,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,4.0,1656.0,9.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,7.0,4.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,5.0,4.0,7.0
372,,,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,6.0,6.0,2820.0,78.0,16.0,1.0,2816.0,5.0,1.0,16.0,78.0,6.0,2820.0,1.0,75.0,2.0,1.0,1.0
382,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
386,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,8.0,1.0,10.0
387,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,13.0,1.0,18.0
388,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,5.0,2816.0,955.0,5.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,6.0,1.0,681.0
390,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,6.0,1.0,681.0
391,,,2820.0,1.0,2820.0,2726.0,31.0,2.0,1032.0,859.0,3.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,103.0,18.0,734.0,2726.0,128.0,2820.0,3.0,2726.0,42.0,3.0,47.0
396,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,859.0,1.0,1032.0,4.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,3.0,1.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
397,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,5.0,2816.0,955.0,5.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,6.0,1.0,681.0
398,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,38.0,38.0,3.0,38.0,18.0,38.0,2820.0,2735.0,38.0,3.0,2816.0,33.0,3.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
399,,,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,6.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
401,,,2820.0,1.0,2820.0,70.0,1.0,1.0,14.0,9.0,1.0,14.0,4.0,9.0,2820.0,78.0,14.0,1.0,2816.0,4.0,1.0,14.0,78.0,9.0,2820.0,1.0,75.0,1.0,1.0,1.0
404,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,19.0,1.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,1.0,2816.0,18.0,3.0,185.0,2726.0,20.0,2820.0,1.0,2726.0,12.0,1.0,12.0
406,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,2.0,1.0,6.0
407,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,12.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,14.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
409,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,2.0,1032.0,6.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,6.0,2.0,734.0,2726.0,8.0,2820.0,1.0,2726.0,2.0,1.0,6.0
410,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
411,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
419,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,19.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,1.0,1.0,1.0
420,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,2.0,1.0,6.0
