,Accession,Year,HC2000,HC1100 (cgST Cplx),0 SNP Threshold,250 SNP Threshold,HC2350 (subsp.),HC1500,Sub-Clade,100 SNP Threshold,HC50,HC200,HC5,HC2,SNP Address,HC0 (indistinguishable),HC10,Clade,Lineage,5 SNP Threshold,10 SNP Threshold,Sub-sub-Clade,HC400,HC20,Genotype,ST,HC100,25 SNP Threshold,Sub-sub-sub-Clade,50 SNP Threshold
2031,SRR7842106,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,7,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2032,SRR7842119,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2033,SRR7842121,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,12,2,2,1,31,1656,2735,2,19,1042,2816,33,455,1,2726,33,455,1124
2034,SRR7842123,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,7,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2035,SRR7842125,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,69,2,4,557,1656,2735,394,473,1042,2816,955,557,2,2726,681,557,1124
2036,SRR7842126,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2037,SRR7842127,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,21,8,1,1,22,1032,2735,18,21,734,2816,103,128,1,2726,21,734,124
2038,SRR7842128,2018,2820,2820,4,75,2820,2820,14,4,4,78,4,4,4,3,4,14,78,4,4,14,2816,4,4,1,70,4,14,4
2039,SRR7842129,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,2,2,1656,2735,2,2,614,2816,83,126,1,2726,2,614,1124
2040,SRR7842131,2018,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2041,SRR7842135,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,7,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2042,SRR7842136,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,2,1,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2043,SRR7842140,2018,2820,2820,1,2726,2820,2820,1032,7,1005,2726,7,1,1,1,38,1032,2735,7,7,734,2816,187,259,1,2726,7,734,7
2044,SRR7842144,2018,2820,2820,6,2726,2820,2820,1656,1611,1656,2726,377,9,6,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2045,SRR7842152,2018,2820,2820,4,75,2820,2820,14,4,4,78,4,4,4,3,4,14,78,4,4,14,2816,4,4,1,70,4,14,4
2046,SRR7842160,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,12,1032,2735,1,1,734,2816,19,95,1,2726,15,734,21
2047,SRR7842163,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,2,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
2048,SRR7842168,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,6,1,3,557,1656,2735,6,473,1042,2816,955,557,1,2726,681,557,1124
2049,SRR7842169,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
2050,SRR7842171,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2051,SRR7842176,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,12,2,2,1,31,1656,2735,2,19,1042,2816,33,455,1,2726,33,455,1124
2052,SRR7842187,2018,2820,2820,4,2726,2820,2820,1656,1611,1656,2726,31,17,4,4,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2053,SRR7842200,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,91,3,2,3,210,1656,2735,3,107,614,2816,299,306,1,2726,290,614,306
2054,SRR7849984,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,6,2,1,1,8,1032,2735,1,8,734,2816,187,259,1,2726,10,734,249
2055,SRR7849986,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,2,1,1,210,1656,2735,3,59,614,2816,299,306,1,2726,290,614,306
2056,SRR7849988,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,7,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2057,SRR7849994,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,4,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2058,SRR7850006,2018,2820,2820,7,2726,2820,2820,1032,859,1005,2726,56,9,7,7,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
2059,SRR7850008,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,4,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2060,SRR7850012,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,5,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2061,SRR7850014,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,4,3,2,3,4,1656,2735,4,4,1042,2816,955,455,1,2726,47,455,1124
2062,SRR7850027,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,14,8,1,1,69,1656,2735,5,14,614,2816,91,127,1,2726,77,614,79
2063,SRR7850028,2018,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2064,SRR7850032,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,7,34,1032,2735,30,33,734,2816,34,95,2,2726,33,734,33
2065,SRR7850035,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2066,SRR7850039,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,7,5,2,2,22,1656,2735,2,5,1042,2816,955,455,1,2726,47,455,1124
2067,SRR7850051,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,7,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2068,SRR7850052,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,2,2,1656,2735,2,2,614,2816,83,126,1,2726,2,614,1124
2069,SRR7850055,2018,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2070,SRR7850057,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,30,27,1,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2071,SRR7850058,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
2072,SRR7850063,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
2073,SRR7850066,2018,2820,2820,6,2726,2820,2820,1656,1611,1656,2726,377,163,6,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2074,SRR7850069,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,2,1042,2816,955,455,1,2726,47,455,1124
2075,SRR7850073,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,5,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2076,SRR7850075,2018,2820,2820,4,2726,2820,2820,1656,1611,1656,2726,31,17,4,1,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2077,SRR7850077,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,78,1656,2735,1,3,614,2816,83,126,1,2726,77,614,1124
2078,SRR7850083,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,7,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2079,SRR7850084,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,4,1,2,118,1032,2735,4,64,734,2816,187,259,1,2726,159,734,249
2080,SRR7850085,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,38,1032,2735,1,2,734,2816,187,259,1,2726,159,734,249
2081,SRR7850092,2018,2820,2820,4,2726,2820,2820,1032,7,1005,2726,7,5,4,2,38,1032,2735,7,7,734,2816,187,259,2,2726,7,734,7
2082,SRR7850095,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,113,2816,8,25,1,2726,1,28,8
2083,SRR7850101,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,1,614,2816,5,126,1,2726,3,614,8
2084,SRR7850103,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
2085,SRR7850116,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1
2086,SRR7850121,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,1,1,1,4,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
2087,SRR7850125,2018,2820,2820,4,2726,2820,2820,1656,1611,1656,2726,4,4,4,3,210,1656,2735,4,107,614,2816,299,306,1,2726,290,614,306
2088,SRR7850129,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,8,6,2,2,11,1656,2735,6,8,614,2816,299,306,1,2726,290,614,306
2089,SRR7850134,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2090,SRR7850136,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2091,SRR7850150,2018,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,35,14,3,2,78,1656,2735,16,27,614,2816,83,126,1,2726,77,614,1124
2092,SRR7850151,2018,2820,2820,11,2726,2820,2820,1032,859,1005,2726,30,27,11,5,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2093,SRR7850161,2018,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2094,SRR7850174,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,35,14,1,1,78,1656,2735,16,27,614,2816,83,126,1,2726,77,614,1124
2095,SRR7850181,2018,2820,2820,7,2726,2820,2820,1032,859,1005,2726,56,9,7,7,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
2096,SRR7850182,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,5,1,2,5,1656,2735,5,5,614,2816,5,306,1,2726,5,614,306
2097,SRR7850193,2018,2820,2820,1,2726,2820,2820,1656,43,1656,2726,6,6,1,2,30,1656,2735,18,21,614,2816,44,45,1,2726,30,614,42
2098,SRR7850201,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,4,4,2,2,22,1032,2735,4,20,734,2816,36,36,2,2726,25,734,36
2099,SRR7850205,2018,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2100,SRR7850208,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,8,1,1,14,1032,2735,10,14,113,2816,15,25,1,2726,14,28,14
2101,SRR7850222,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,3,1,2,1,4,1032,2735,3,3,734,2816,103,128,1,2726,47,734,124
2102,SRR7850229,2018,2820,2820,3,2726,2820,2820,1656,43,1656,2726,6,6,3,1,30,1656,2735,18,21,614,2816,44,45,1,2726,30,614,42
2103,SRR7850240,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,30,27,1,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2104,SRR7850279,2018,2820,2820,7,2726,2820,2820,1032,859,1005,2726,56,9,7,7,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
2105,SRR7866022,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,1,8,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2106,SRR7866069,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,1,1,1,14,1032,2735,10,14,113,2816,15,25,1,2726,14,28,14
2107,SRR7866070,2018,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2108,SRR7866077,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,2,1,1,69,1656,2735,1,2,614,2816,91,127,1,2726,77,614,79
2109,SRR7866091,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,69,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2110,SRR7866099,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,4,557,1656,2735,394,473,1042,2816,955,557,2,2726,681,557,1124
2111,SRR7866100,2018,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,24,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2112,SRR7866101,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,27,8,2,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2113,SRR7866104,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,2,1,1,3,1656,2735,1,2,614,2816,3,126,1,2726,3,614,3
2114,SRR7866112,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,4,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2115,SRR7866114,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2116,SRR7866227,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,22,1656,2735,1,2,614,2816,299,306,1,2726,290,614,306
2117,SRR7866232,2018,2820,2820,1,2726,2820,2820,1032,26,1005,2726,2,1,1,1,2,1032,2735,1,2,734,2816,10,27,1,2726,2,734,10
2118,SRR7866236,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,27,8,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2119,SRR7866243,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,6,1656,2735,1,1,1042,2816,955,10,1,2726,6,12,1124
2120,SRR7866246,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,27,8,3,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2121,SRR7866251,2018,2820,2820,3,2726,2820,2820,1656,43,1656,2726,6,6,3,2,30,1656,2735,18,21,614,2816,44,45,1,2726,30,614,42
2122,SRR7866254,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,3,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
2123,SRR7866261,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,7,1,1,31,1656,2735,1,1,1042,2816,33,455,1,2726,33,455,1124
2124,SRR7866286,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,1,1,1,71,1032,2735,16,66,734,2816,72,259,1,2726,72,734,249
2125,SRR7866527,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,27,8,3,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2126,SRR7873472,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,4,557,1656,2735,394,473,1042,2816,955,557,2,2726,681,557,1124
2127,SRR7873473,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,7,5,2,2,22,1656,2735,2,5,1042,2816,955,455,1,2726,47,455,1124
2128,SRR7873476,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,1,1,1,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2129,SRR7889989,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,38,1032,2735,2,5,734,2816,187,259,1,2726,159,734,249
2130,SRR7889990,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,185,2816,163,165,1,2726,2,165,164
2131,SRR7889991,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,1,1,1,69,1656,2735,1,31,614,2816,91,127,1,2726,77,614,79
2132,SRR7890012,2018,2820,2820,8,2726,2820,2820,1032,859,1005,2726,30,27,8,3,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2133,SRR7890015,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,35,2,1,1,78,1656,2735,2,6,614,2816,83,126,1,2726,77,614,1124
2134,SRR7890018,2018,2820,2820,1,2726,2820,2820,1656,43,1656,2726,6,6,1,1,30,1656,2735,18,21,614,2816,44,45,1,2726,30,614,42
2135,SRR7890020,2018,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,7,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2136,SRR7890113,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,7,6,2,4,118,1032,2735,6,9,734,2816,187,259,1,2726,159,734,249
2137,SRR7890114,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2138,SRR7890116,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,17,1,1,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2139,SRR7892119,2018,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,2,5,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2140,SRR7892120,2018,2820,2820,3,2726,2820,2820,1032,859,1005,2726,28,16,3,1,29,1032,2735,22,28,113,2816,29,29,1,2726,29,31,29
2141,SRR7892121,2018,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2142,SRR7892122,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,21,8,2,1,22,1032,2735,18,21,734,2816,103,128,1,2726,21,734,124
2143,SRR7892125,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,103,128,1,2726,47,734,124
2144,SRR7892533,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2145,SRR7892545,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,1,1042,2816,4,455,1,2726,3,455,1124
2146,SRR7895978,2018,2820,2820,1,2726,2820,2820,1032,20,1005,2726,3,3,1,1,4,1032,2735,2,3,734,2816,4,21,1,2726,4,734,4
2147,SRR7895980,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,7,6,1,1,118,1032,2735,6,9,734,2816,187,259,1,2726,159,734,249
2148,SRR7895985,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,118,1032,2735,1,2,734,2816,187,259,1,2726,159,734,249
2149,SRR7895987,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,14,1,1,1,69,1656,2735,1,14,614,2816,91,127,1,2726,77,614,79
2150,SRR7895990,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,12,1656,2735,1,1,1042,2816,955,455,1,2726,4,455,1124
2151,SRR7895991,2018,2820,2820,1,2726,2820,2820,1032,7,1005,2726,7,5,1,1,38,1032,2735,7,7,734,2816,187,259,1,2726,7,734,7
2152,SRR7895992,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,7,7,1,2726,7,734,7
2153,SRR7895995,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
2154,SRR7895998,2018,2820,2820,4,2726,2820,2820,1032,7,1005,2726,7,5,4,2,38,1032,2735,7,7,734,2816,187,259,2,2726,7,734,7
2155,SRR7896000,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2156,SRR7896003,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,5,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
2157,SRR7896004,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,21,8,2,1,22,1032,2735,18,21,734,2816,103,128,1,2726,21,734,124
2158,SRR7943896,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,12,1,1,210,1656,2735,3,59,614,2816,299,306,1,2726,290,614,306
2159,SRR7943897,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,7,1,1,11,1656,2735,11,11,614,2816,91,127,1,2726,77,614,79
2160,SRR7943898,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2161,SRR7943909,2018,2820,2820,1,2726,2820,2820,1032,20,1005,2726,3,3,1,1,4,1032,2735,1,3,734,2816,4,21,1,2726,4,734,4
2162,SRR7943911,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,2,1032,2735,2,2,113,2816,58,3,1,2726,2,28,56
2163,SRR7943916,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,17,1,1,69,1656,2735,19,31,614,2816,91,127,1,2726,77,614,79
2164,SRR7943918,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,7,6,2,4,118,1032,2735,6,9,734,2816,187,259,1,2726,159,734,249
2165,SRR7943920,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,557,1656,2735,1,473,1042,2816,955,557,1,2726,681,557,1124
2166,SRR7943921,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
2167,SRR7943922,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,6,210,1656,2735,73,107,614,2816,299,306,2,2726,290,614,306
2168,SRR7943928,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,30,27,1,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2169,SRR7956009,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2170,SRR7956011,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,3,1656,2735,1,2,1042,2816,955,455,1,2726,3,455,1124
2171,SRR7956012,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,1,1,1,7,1656,2735,1,5,1042,2816,955,455,1,2726,681,455,1124
2172,SRR7956013,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,1,1,1,13,1656,2735,3,7,614,2816,26,127,1,2726,12,614,36
2173,SRR7956015,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,21,5,1,1,22,1032,2735,1,1,734,2816,103,128,1,2726,1,734,124
2174,SRR7956016,2018,2820,2820,1,2726,2820,2820,1032,20,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,7,21,1,2726,3,734,7
2175,SRR7956022,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
2176,SRR7956026,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,30,27,1,1,34,1032,2735,30,33,734,2816,34,95,1,2726,33,734,33
2177,SRR7970954,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,187,259,1,2726,1,734,1
2178,SRR7974362,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,1,126,1,2726,1,614,1
2179,SRR7974363,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,8,3,1,1,8,1656,2735,1,8,614,2816,26,127,1,2726,8,614,36
2180,SRR7974365,2018,2820,2820,4,2726,2820,2820,1032,7,1005,2726,7,5,4,1,38,1032,2735,7,7,734,2816,187,259,1,2726,7,734,7
2181,SRR7974366,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
2182,SRR7974368,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,1,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
2183,SRR7974370,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,6,1,1,557,1656,2735,6,473,1042,2816,955,557,1,2726,681,557,1124
2184,SRR7974372,2018,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,2,5,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2185,SRR7974374,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
2186,SRR7975961,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,21,8,1,1,22,1032,2735,18,21,734,2816,103,128,1,2726,21,734,124
2187,SRR7975971,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,3,1,1,8,1032,2735,3,4,734,2816,8,95,1,2726,7,734,7
2188,SRR7975972,2018,2820,2820,2,2726,2820,2820,1032,859,1005,2726,7,6,2,4,118,1032,2735,6,9,734,2816,187,259,2,2726,159,734,249
2189,SRR7975973,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,19,27,1,2726,1,734,24
2190,SRR7975977,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,69,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
2191,SRR7975979,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,2,455,1124
2192,SRR7975980,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,4,1,2,22,1032,2735,4,20,734,2816,36,36,2,2726,25,734,36
2193,SRR7975983,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,6,1,1,1,16,1032,2735,1,5,734,2816,20,128,1,2726,20,734,124
2194,SRR7975984,2018,2820,2820,6,2726,2820,2820,1656,1611,1656,2726,377,163,6,6,557,1656,2735,394,473,1042,2816,955,557,3,2726,681,557,1124
2195,SRR7975985,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,8,1,1,14,1032,2735,2,14,113,2816,15,25,1,2726,14,28,14
2196,SRR7975986,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,4,1,2,118,1032,2735,4,64,734,2816,187,259,1,2726,159,734,249
2197,SRR7975987,2018,2820,2820,1,75,2820,2820,4,1,1,78,1,1,1,1,1,4,78,1,1,4,2816,1,4,1,1,1,4,1
